raw_name,canonical_name,entity_type,source,resolution_method
Retell AI,Retell AI,STARTUP,Y Combinator,source_verified
Greenboard,Greenboard,STARTUP,Y Combinator,source_verified
Topo,Topo,STARTUP,Y Combinator,source_verified
Ubicloud,Ubicloud,STARTUP,Y Combinator,source_verified
Model ML,Model ML,STARTUP,Y Combinator,source_verified
Momentic,Momentic,STARTUP,Y Combinator,source_verified
Tusk,Tusk,STARTUP,Y Combinator,source_verified
Monumint,Monumint,STARTUP,Y Combinator,source_verified
Centralize,Centralize,STARTUP,Y Combinator,source_verified
Andon Labs,Andon Labs,STARTUP,Y Combinator,source_verified
Upsolve AI,Upsolve AI,STARTUP,Y Combinator,source_verified
Salvy,Salvy,STARTUP,Y Combinator,source_verified
ion design,ion design,STARTUP,Y Combinator,source_verified
Keystroke,Keystroke,STARTUP,Y Combinator,source_verified
Artisan,Artisan,STARTUP,Y Combinator,source_verified
Duckie,Duckie,STARTUP,Y Combinator,source_verified
Greptile,Greptile,STARTUP,Y Combinator,source_verified
Legora,Legora,STARTUP,Y Combinator,source_verified
Surface Labs,Surface Labs,STARTUP,Y Combinator,source_verified
Minded,Minded,STARTUP,Y Combinator,source_verified
FleetWorks,FleetWorks,STARTUP,Y Combinator,source_verified
Twine,Twine,STARTUP,Y Combinator,source_verified
Elythea,Elythea,STARTUP,Y Combinator,source_verified
Ora AI,Ora AI,STARTUP,Y Combinator,source_verified
Automorphic,Automorphic,STARTUP,Y Combinator,source_verified
Numen,Numen,STARTUP,Y Combinator,source_verified
Accend,Accend,STARTUP,Y Combinator,source_verified
Baserun,Baserun,STARTUP,Y Combinator,source_verified
Casca,Casca,STARTUP,Y Combinator,source_verified
Bolto,Bolto,STARTUP,Y Combinator,source_verified
sizeless,sizeless,STARTUP,Y Combinator,source_verified
Mandel AI,Mandel AI,STARTUP,Y Combinator,source_verified
Silimate,Silimate,STARTUP,Y Combinator,source_verified
Alguna,Alguna,STARTUP,Y Combinator,source_verified
Inconvo,Inconvo,STARTUP,Y Combinator,source_verified
Shasta Health,Shasta Health,STARTUP,Y Combinator,source_verified
Cair Health,Cair Health,STARTUP,Y Combinator,source_verified
Constructable,Constructable,STARTUP,Y Combinator,source_verified
VectorShift,VectorShift,STARTUP,Y Combinator,source_verified
Obento Health,Obento Health,STARTUP,Y Combinator,source_verified
DisputeNinja,DisputeNinja,STARTUP,Y Combinator,source_verified
Repaint,Repaint,STARTUP,Y Combinator,source_verified
Campfire,Campfire,STARTUP,Y Combinator,source_verified
MediSearch,MediSearch,STARTUP,Y Combinator,source_verified
Strada,Strada,STARTUP,Y Combinator,source_verified
Sola,Sola,STARTUP,Y Combinator,source_verified
Wattson Health,Wattson Health,STARTUP,Y Combinator,source_verified
Gleam,Gleam,STARTUP,Y Combinator,source_verified
Cognitio Labs,Cognitio Labs,STARTUP,Y Combinator,source_verified
Langdock,Langdock,STARTUP,Y Combinator,source_verified
Decoda Health,Decoda Health,STARTUP,Y Combinator,source_verified
Tempo,Tempo,STARTUP,Y Combinator,source_verified
Metoro,Metoro,STARTUP,Y Combinator,source_verified
Giga,Giga,STARTUP,Y Combinator,source_verified
Fiber AI,Fiber AI,STARTUP,Y Combinator,source_verified
Webhound,Webhound,STARTUP,Y Combinator,source_verified
Health Harbor,Health Harbor,STARTUP,Y Combinator,source_verified
Empirical Health,Empirical Health,STARTUP,Y Combinator,source_verified
Subsets,Subsets,STARTUP,Y Combinator,source_verified
VetRec,VetRec,STARTUP,Y Combinator,source_verified
Talc,Talc,STARTUP,Y Combinator,source_verified
Docsum,Docsum,STARTUP,Y Combinator,source_verified
Serra,Serra,STARTUP,Y Combinator,source_verified
Cedana,Cedana,STARTUP,Y Combinator,source_verified
Kino AI,Kino AI,STARTUP,Y Combinator,source_verified
Simbie AI,Simbie AI,STARTUP,Y Combinator,source_verified
Letterbook,Letterbook,STARTUP,Y Combinator,source_verified
SID,SID,STARTUP,Y Combinator,source_verified
Pointhound,Pointhound,STARTUP,Y Combinator,source_verified
Opensteer,Opensteer,STARTUP,Y Combinator,source_verified
kapa.ai,kapa.ai,STARTUP,Y Combinator,source_verified
Dialtone,Dialtone,STARTUP,Y Combinator,source_verified
OpenTools,OpenTools,STARTUP,Y Combinator,source_verified
Midrender,Midrender,STARTUP,Y Combinator,source_verified
Sohar Health,Sohar Health,STARTUP,Y Combinator,source_verified
Baud,Baud,STARTUP,Y Combinator,source_verified
truemetrics,truemetrics,STARTUP,Y Combinator,source_verified
Arcimus,Arcimus,STARTUP,Y Combinator,source_verified
Elyos AI,Elyos AI,STARTUP,Y Combinator,source_verified
AgentCollect,AgentCollect,STARTUP,Y Combinator,source_verified
Studdy,Studdy,STARTUP,Y Combinator,source_verified
Glade,Glade,STARTUP,Y Combinator,source_verified
Cardinal Gray,Cardinal Gray,STARTUP,Y Combinator,source_verified
Bretton AI,Bretton AI,STARTUP,Y Combinator,source_verified
Spine AI,Spine AI,STARTUP,Y Combinator,source_verified
Nowadays,Nowadays,STARTUP,Y Combinator,source_verified
Inventive AI,Inventive AI,STARTUP,Y Combinator,source_verified
Slicker,Slicker,STARTUP,Y Combinator,source_verified
Skyvern,Skyvern,STARTUP,Y Combinator,source_verified
CORE,CORE,STARTUP,Y Combinator,source_verified
Epsilla,Epsilla,STARTUP,Y Combinator,source_verified
Contour,Contour,STARTUP,Y Combinator,source_verified
Orbio Earth,Orbio Earth,STARTUP,Y Combinator,source_verified
Tiptap,Tiptap,STARTUP,Y Combinator,source_verified
sudocode,sudocode,STARTUP,Y Combinator,source_verified
Venta AI,Venta AI,STARTUP,Y Combinator,source_verified
Clearest Health,Clearest Health,STARTUP,Y Combinator,source_verified
Morph,Morph,STARTUP,Y Combinator,source_verified
Flint,Flint,STARTUP,Y Combinator,source_verified
dili,dili,STARTUP,Y Combinator,source_verified
Terracotta AI,Terracotta AI,STARTUP,Y Combinator,source_verified
Reworkd,Reworkd,STARTUP,Y Combinator,source_verified
Corgea,Corgea,STARTUP,Y Combinator,source_verified
Quill Bills,Quill Bills,STARTUP,Y Combinator,source_verified
AiSDR,AiSDR,STARTUP,Y Combinator,source_verified
Cedalio,Cedalio,STARTUP,Y Combinator,source_verified
Roame,Roame,STARTUP,Y Combinator,source_verified
Readily,Readily,STARTUP,Y Combinator,source_verified
Sweep,Sweep,STARTUP,Y Combinator,source_verified
Andromeda Surgical,Andromeda Surgical,STARTUP,Y Combinator,source_verified
Bronco AI,Bronco AI,STARTUP,Y Combinator,source_verified
Outset,Outset,STARTUP,Y Combinator,source_verified
Pump.co,Pump.co,STARTUP,Y Combinator,source_verified
Concourse,Concourse,STARTUP,Y Combinator,source_verified
MSPilot,MSPilot,STARTUP,Y Combinator,source_verified
Haven,Haven,STARTUP,Y Combinator,source_verified
zudo.work,zudo.work,STARTUP,Y Combinator,source_verified
Flair Labs,Flair Labs,STARTUP,Y Combinator,source_verified
Double – Coding Copilot,Double – Coding Copilot,STARTUP,Y Combinator,source_verified
Extend,Extend,STARTUP,Y Combinator,source_verified
Boundary,Boundary,STARTUP,Y Combinator,source_verified
Floworks,Floworks,STARTUP,Y Combinator,source_verified
KV Cash,KV Cash,STARTUP,Y Combinator,source_verified
Dream3D,Dream3D,STARTUP,Y Combinator,source_verified
Corgi Labs,Corgi Labs,STARTUP,Y Combinator,source_verified
Palomma,Palomma,STARTUP,Y Combinator,source_verified
Variance,Variance,STARTUP,Y Combinator,source_verified
Vaero,Vaero,STARTUP,Y Combinator,source_verified
Yuma AI,Yuma AI,STARTUP,Y Combinator,source_verified
Versive,Versive,STARTUP,Y Combinator,source_verified
ShortLoop,ShortLoop,STARTUP,Y Combinator,source_verified
Novelcare,Novelcare,STARTUP,Y Combinator,source_verified
Vendora,Vendora,STARTUP,Y Combinator,source_verified
Finic,Finic,STARTUP,Y Combinator,source_verified
Warp,Warp,STARTUP,Y Combinator,source_verified
Pair AI,Pair AI,STARTUP,Y Combinator,source_verified
Shortbread,Shortbread,STARTUP,Y Combinator,source_verified
Automat,Automat,STARTUP,Y Combinator,source_verified
Backdrop,Backdrop,STARTUP,Y Combinator,source_verified
Dataglade,Dataglade,STARTUP,Y Combinator,source_verified
Salient,Salient,STARTUP,Y Combinator,source_verified
Latent,Latent,STARTUP,Y Combinator,source_verified
Coldreach,Coldreach,STARTUP,Y Combinator,source_verified
Ohm,Ohm,STARTUP,Y Combinator,source_verified
Decohere,Decohere,STARTUP,Y Combinator,source_verified
TableFlow,TableFlow,STARTUP,Y Combinator,source_verified
SuperKalam,SuperKalam,STARTUP,Y Combinator,source_verified
coil inc.,coil inc.,STARTUP,Y Combinator,source_verified
Pylon,Pylon,STARTUP,Y Combinator,source_verified
Chima,Chima,STARTUP,Y Combinator,source_verified
Type,Type,STARTUP,Y Combinator,source_verified
infra.new,infra.new,STARTUP,Y Combinator,source_verified
Truewind,Truewind,STARTUP,Y Combinator,source_verified
LiteLLM,LiteLLM,STARTUP,Y Combinator,source_verified
Designbase,Designbase,STARTUP,Y Combinator,source_verified
CombineHealth,CombineHealth,STARTUP,Y Combinator,source_verified
Wild Moose,Wild Moose,STARTUP,Y Combinator,source_verified
Maxi,Maxi,STARTUP,Y Combinator,source_verified
rex.fit,rex.fit,STARTUP,Y Combinator,source_verified
Linum,Linum,STARTUP,Y Combinator,source_verified
PoplarML,PoplarML,STARTUP,Y Combinator,source_verified
Sherloq,Sherloq,STARTUP,Y Combinator,source_verified
Middleware,Middleware,STARTUP,Y Combinator,source_verified
Adri AI,Adri AI,STARTUP,Y Combinator,source_verified
Iliad,Iliad,STARTUP,Y Combinator,source_verified
Velos,Velos,STARTUP,Y Combinator,source_verified
Reflex,Reflex,STARTUP,Y Combinator,source_verified
Metal,Metal,STARTUP,Y Combinator,source_verified
Assembly,Assembly,STARTUP,Y Combinator,source_verified
Benchmark,Benchmark,STARTUP,Y Combinator,source_verified
Avina,Avina,STARTUP,Y Combinator,source_verified
co.dev,co.dev,STARTUP,Y Combinator,source_verified
Berry,Berry,STARTUP,Y Combinator,source_verified
Pier,Pier,STARTUP,Y Combinator,source_verified
Epsilon,Epsilon,STARTUP,Y Combinator,source_verified
Hindsight,Hindsight,STARTUP,Y Combinator,source_verified
Supadock,Supadock,STARTUP,Y Combinator,source_verified
Atmo,Atmo,STARTUP,Y Combinator,source_verified
FactIQ,FactIQ,STARTUP,Y Combinator,source_verified
Synvivia,Synvivia,STARTUP,Y Combinator,source_verified
Frigade,Frigade,STARTUP,Y Combinator,source_verified
1stCollab,1stCollab,STARTUP,Y Combinator,source_verified
Glass Health,Glass Health,STARTUP,Y Combinator,source_verified
Helios,Helios,STARTUP,Y Combinator,source_verified
Scanbase,Scanbase,STARTUP,Y Combinator,source_verified
Cosine,Cosine,STARTUP,Y Combinator,source_verified
Gluetrail,Gluetrail,STARTUP,Y Combinator,source_verified
Credal.ai,Credal.ai,STARTUP,Y Combinator,source_verified
Spellbrush,Spellbrush,STARTUP,Y Combinator,source_verified
DataSuite,DataSuite,STARTUP,Y Combinator,source_verified
Hadrius,Hadrius,STARTUP,Y Combinator,source_verified
222,222,STARTUP,Y Combinator,source_verified
Gooseworks,Gooseworks,STARTUP,Y Combinator,source_verified
Rubbrband,Rubbrband,STARTUP,Y Combinator,source_verified
Jasper.ai,Jasper.ai,STARTUP,Y Combinator,source_verified
Trigger.dev,Trigger.dev,STARTUP,Y Combinator,source_verified
Rollstack,Rollstack,STARTUP,Y Combinator,source_verified
JITX,JITX,STARTUP,Y Combinator,source_verified
Sameday,Sameday,STARTUP,Y Combinator,source_verified
Julius,Julius,STARTUP,Y Combinator,source_verified
Superorder,Superorder,STARTUP,Y Combinator,source_verified
Blee,Blee,STARTUP,Y Combinator,source_verified
Popsy,Popsy,STARTUP,Y Combinator,source_verified
Elessar,Elessar,STARTUP,Y Combinator,source_verified
Thera,Thera,STARTUP,Y Combinator,source_verified
InVision Medical Technology,InVision Medical Technology,STARTUP,Y Combinator,source_verified
Firecrawl,Firecrawl,STARTUP,Y Combinator,source_verified
Star,Star,STARTUP,Y Combinator,source_verified
Mito,Mito,STARTUP,Y Combinator,source_verified
Invofox,Invofox,STARTUP,Y Combinator,source_verified
Trellus,Trellus,STARTUP,Y Combinator,source_verified
Cambio,Cambio,STARTUP,Y Combinator,source_verified
Findly,Findly,STARTUP,Y Combinator,source_verified
Poly,Poly,STARTUP,Y Combinator,source_verified
Atlas,Atlas,STARTUP,Y Combinator,source_verified
Juicebox,Juicebox,STARTUP,Y Combinator,source_verified
NewsCatcher,NewsCatcher,STARTUP,Y Combinator,source_verified
Paragon AI,Paragon AI,STARTUP,Y Combinator,source_verified
Cerrion,Cerrion,STARTUP,Y Combinator,source_verified
CodeCanary,CodeCanary,STARTUP,Y Combinator,source_verified
Coris,Coris,STARTUP,Y Combinator,source_verified
Craze,Craze,STARTUP,Y Combinator,source_verified
Hedgehog,Hedgehog,STARTUP,Y Combinator,source_verified
Polymath Robotics,Polymath Robotics,STARTUP,Y Combinator,source_verified
Wondercraft,Wondercraft,STARTUP,Y Combinator,source_verified
Midplane,Midplane,STARTUP,Y Combinator,source_verified
Aurelian,Aurelian,STARTUP,Y Combinator,source_verified
Knowtex,Knowtex,STARTUP,Y Combinator,source_verified
Boton,Boton,STARTUP,Y Combinator,source_verified
TypeLess,TypeLess,STARTUP,Y Combinator,source_verified
Axle,Axle,STARTUP,Y Combinator,source_verified
Overwatch,Overwatch,STARTUP,Y Combinator,source_verified
Roxels,Roxels,STARTUP,Y Combinator,source_verified
Latent Space,Latent Space,STARTUP,Y Combinator,source_verified
Raven,Raven,STARTUP,Y Combinator,source_verified
SilkChart,SilkChart,STARTUP,Y Combinator,source_verified
Makeasite,Makeasite,STARTUP,Y Combinator,source_verified
Unify,Unify,STARTUP,Y Combinator,source_verified
Oneleet,Oneleet,STARTUP,Y Combinator,source_verified
Intuned,Intuned,STARTUP,Y Combinator,source_verified
Pasito,Pasito,STARTUP,Y Combinator,source_verified
Boundo,Boundo,STARTUP,Y Combinator,source_verified
Activepieces,Activepieces,STARTUP,Y Combinator,source_verified
Rima AI (formerly Garage),Rima AI (formerly Garage),STARTUP,Y Combinator,source_verified
Delfino AI,Delfino AI,STARTUP,Y Combinator,source_verified
FlyCode,FlyCode,STARTUP,Y Combinator,source_verified
Maya Labs,Maya Labs,STARTUP,Y Combinator,source_verified
Blitz,Blitz,STARTUP,Y Combinator,source_verified
Integrated Reasoning,Integrated Reasoning,STARTUP,Y Combinator,source_verified
Artemis Search,Artemis Search,STARTUP,Y Combinator,source_verified
Quinn,Quinn,STARTUP,Y Combinator,source_verified
Ciro,Ciro,STARTUP,Y Combinator,source_verified
Feather,Feather,STARTUP,Y Combinator,source_verified
Unthread,Unthread,STARTUP,Y Combinator,source_verified
Fini,Fini,STARTUP,Y Combinator,source_verified
Landeed,Landeed,STARTUP,Y Combinator,source_verified
NuMind,NuMind,STARTUP,Y Combinator,source_verified
100x,100x,STARTUP,Y Combinator,source_verified
Clearline,Clearline,STARTUP,Y Combinator,source_verified
ECSA,ECSA,STARTUP,Y Combinator,source_verified
Sanifu,Sanifu,STARTUP,Y Combinator,source_verified
Typewise,Typewise,STARTUP,Y Combinator,source_verified
Champ,Champ,STARTUP,Y Combinator,source_verified
AviaryAI,AviaryAI,STARTUP,Y Combinator,source_verified
HOMLI,HOMLI,STARTUP,Y Combinator,source_verified
Metriport,Metriport,STARTUP,Y Combinator,source_verified
Mistle,Mistle,STARTUP,Y Combinator,source_verified
Paces,Paces,STARTUP,Y Combinator,source_verified
Cobbery,Cobbery,STARTUP,Y Combinator,source_verified
Peoplebox.ai,Peoplebox.ai,STARTUP,Y Combinator,source_verified
Fetii,Fetii,STARTUP,Y Combinator,source_verified
SigmaMind AI,SigmaMind AI,STARTUP,Y Combinator,source_verified
Two Dots,Two Dots,STARTUP,Y Combinator,source_verified
AnythingLLM,AnythingLLM,STARTUP,Y Combinator,source_verified
Kaya,Kaya,STARTUP,Y Combinator,source_verified
Ollama,Ollama,STARTUP,Y Combinator,source_verified
Quadrant Health,Quadrant Health,STARTUP,Y Combinator,source_verified
GEn1E Lifesciences,GEn1E Lifesciences,STARTUP,Y Combinator,source_verified
Atomic Industries,Atomic Industries,STARTUP,Y Combinator,source_verified
Capuchin,Capuchin,STARTUP,Y Combinator,source_verified
Attack Capital,Attack Capital,STARTUP,Y Combinator,source_verified
Industrial Next,Industrial Next,STARTUP,Y Combinator,source_verified
Lamar Health,Lamar Health,STARTUP,Y Combinator,source_verified
Status,Status,STARTUP,Y Combinator,source_verified
Sophys,Sophys,STARTUP,Y Combinator,source_verified
Iron Leap,Iron Leap,STARTUP,Y Combinator,source_verified
PolicyFly,PolicyFly,STARTUP,Y Combinator,source_verified
Reality Defender,Reality Defender,STARTUP,Y Combinator,source_verified
Flux Auto,Flux Auto,STARTUP,Y Combinator,source_verified
PermitFlow,PermitFlow,STARTUP,Y Combinator,source_verified
Kaso,Kaso,STARTUP,Y Combinator,source_verified
WeReno,WeReno,STARTUP,Y Combinator,source_verified
goodfin,goodfin,STARTUP,Y Combinator,source_verified
Cinder,Cinder,STARTUP,Y Combinator,source_verified
Sota2,Sota2,STARTUP,Y Combinator,source_verified
Codec,Codec,STARTUP,Y Combinator,source_verified
haddock,haddock,STARTUP,Y Combinator,source_verified
Housewarming,Housewarming,STARTUP,Y Combinator,source_verified
Siftly,Siftly,STARTUP,Y Combinator,source_verified
RTHM,RTHM,STARTUP,Y Combinator,source_verified
Curacel,Curacel,STARTUP,Y Combinator,source_verified
NearWave,NearWave,STARTUP,Y Combinator,source_verified
Strong Compute,Strong Compute,STARTUP,Y Combinator,source_verified
Dart,Dart,STARTUP,Y Combinator,source_verified
Serif Health,Serif Health,STARTUP,Y Combinator,source_verified
T3 Chat,T3 Chat,STARTUP,Y Combinator,source_verified
Broccoli AI,Broccoli AI,STARTUP,Y Combinator,source_verified
Postal,Postal,STARTUP,Y Combinator,source_verified
Velt,Velt,STARTUP,Y Combinator,source_verified
Shaped,Shaped,STARTUP,Y Combinator,source_verified
Sei AI,Sei AI,STARTUP,Y Combinator,source_verified
Layerup,Layerup,STARTUP,Y Combinator,source_verified
Sprites,Sprites,STARTUP,Y Combinator,source_verified
InferEdge,InferEdge,STARTUP,Y Combinator,source_verified
Vimmerse,Vimmerse,STARTUP,Y Combinator,source_verified
Stably AI (Orca),Stably AI (Orca),STARTUP,Y Combinator,source_verified
Theneo,Theneo,STARTUP,Y Combinator,source_verified
MosaicVoice,MosaicVoice,STARTUP,Y Combinator,source_verified
Ponyrun,Ponyrun,STARTUP,Y Combinator,source_verified
BotCity,BotCity,STARTUP,Y Combinator,source_verified
Moots,Moots,STARTUP,Y Combinator,source_verified
Bemlo,Bemlo,STARTUP,Y Combinator,source_verified
WhiteLab Genomics,WhiteLab Genomics,STARTUP,Y Combinator,source_verified
Reforged Labs,Reforged Labs,STARTUP,Y Combinator,source_verified
Top Road,Top Road,STARTUP,Y Combinator,source_verified
Cozmo AI,Cozmo AI,STARTUP,Y Combinator,source_verified
Unlayer,Unlayer,STARTUP,Y Combinator,source_verified
Query Vary,Query Vary,STARTUP,Y Combinator,source_verified
RefineTrain AI,RefineTrain AI,STARTUP,Y Combinator,source_verified
SmartHelio,SmartHelio,STARTUP,Y Combinator,source_verified
Blink,Blink,STARTUP,Y Combinator,source_verified
KorrAI,KorrAI,STARTUP,Y Combinator,source_verified
Sieve,Sieve,STARTUP,Y Combinator,source_verified
Impossible Metals,Impossible Metals,STARTUP,Y Combinator,source_verified
IoTFlows Inc,IoTFlows Inc,STARTUP,Y Combinator,source_verified
Rownd,Rownd,STARTUP,Y Combinator,source_verified
Cellbyte,Cellbyte,STARTUP,Y Combinator,source_verified
Andi,Andi,STARTUP,Y Combinator,source_verified
GovDash,GovDash,STARTUP,Y Combinator,source_verified
Instalab,Instalab,STARTUP,Y Combinator,source_verified
PromptLoop,PromptLoop,STARTUP,Y Combinator,source_verified
Versable,Versable,STARTUP,Y Combinator,source_verified
Flagright,Flagright,STARTUP,Y Combinator,source_verified
Heptabase,Heptabase,STARTUP,Y Combinator,source_verified
Bobidi,Bobidi,STARTUP,Y Combinator,source_verified
Gym Class,Gym Class,STARTUP,Y Combinator,source_verified
Cotera,Cotera,STARTUP,Y Combinator,source_verified
Nyckel,Nyckel,STARTUP,Y Combinator,source_verified
Lovage,Lovage,STARTUP,Y Combinator,source_verified
Armilla AI,Armilla AI,STARTUP,Y Combinator,source_verified
Workflow86,Workflow86,STARTUP,Y Combinator,source_verified
Emobi,Emobi,STARTUP,Y Combinator,source_verified
Talentropy.ai,Talentropy.ai,STARTUP,Y Combinator,source_verified
Cerebrium,Cerebrium,STARTUP,Y Combinator,source_verified
Spinach AI,Spinach AI,STARTUP,Y Combinator,source_verified
Airwork,Airwork,STARTUP,Y Combinator,source_verified
Cogram,Cogram,STARTUP,Y Combinator,source_verified
VantedgeAI,VantedgeAI,STARTUP,Y Combinator,source_verified
Strac,Strac,STARTUP,Y Combinator,source_verified
Fathom,Fathom,STARTUP,Y Combinator,source_verified
Spade,Spade,STARTUP,Y Combinator,source_verified
Beam,Beam,STARTUP,Y Combinator,source_verified
Axross Pte Ltd,Axross Pte Ltd,STARTUP,Y Combinator,source_verified
AYC Fund,AYC Fund,STARTUP,Y Combinator,source_verified
Fintelite,Fintelite,STARTUP,Y Combinator,source_verified
Zuma,Zuma,STARTUP,Y Combinator,source_verified
Sphere,Sphere,STARTUP,Y Combinator,source_verified
Kenobi,Kenobi,STARTUP,Y Combinator,source_verified
Humand,Humand,STARTUP,Y Combinator,source_verified
Taktile,Taktile,STARTUP,Y Combinator,source_verified
Modernbanc,Modernbanc,STARTUP,Y Combinator,source_verified
Zensors,Zensors,STARTUP,Y Combinator,source_verified
Tenyks,Tenyks,STARTUP,Y Combinator,source_verified
Soco,Soco,STARTUP,Y Combinator,source_verified
Medium Biosciences,Medium Biosciences,STARTUP,Y Combinator,source_verified
Telmai,Telmai,STARTUP,Y Combinator,source_verified
Mindstate Design Labs,Mindstate Design Labs,STARTUP,Y Combinator,source_verified
Vibe Kanban,Vibe Kanban,STARTUP,Y Combinator,source_verified
MobileBoost,MobileBoost,STARTUP,Y Combinator,source_verified
Swipe,Swipe,STARTUP,Y Combinator,source_verified
Coinrule,Coinrule,STARTUP,Y Combinator,source_verified
Writesonic,Writesonic,STARTUP,Y Combinator,source_verified
Neodocs,Neodocs,STARTUP,Y Combinator,source_verified
Superwall,Superwall,STARTUP,Y Combinator,source_verified
Mach9,Mach9,STARTUP,Y Combinator,source_verified
Potion,Potion,STARTUP,Y Combinator,source_verified
Warpfy,Warpfy,STARTUP,Y Combinator,source_verified
Caire Health,Caire Health,STARTUP,Y Combinator,source_verified
Exa,Exa,STARTUP,Y Combinator,source_verified
Coulomb AI,Coulomb AI,STARTUP,Y Combinator,source_verified
Hyperbrowser,Hyperbrowser,STARTUP,Y Combinator,source_verified
Shape,Shape,STARTUP,Y Combinator,source_verified
Output Biosciences,Output Biosciences,STARTUP,Y Combinator,source_verified
Sentiyen,Sentiyen,STARTUP,Y Combinator,source_verified
Redbean,Redbean,STARTUP,Y Combinator,source_verified
Confido,Confido,STARTUP,Y Combinator,source_verified
Tiriel AI,Tiriel AI,STARTUP,Y Combinator,source_verified
Replo,Replo,STARTUP,Y Combinator,source_verified
Konta.com,Konta.com,STARTUP,Y Combinator,source_verified
Verihubs,Verihubs,STARTUP,Y Combinator,source_verified
Kevin Hutson,Kevin Hutson,PRODUCT_STARTUP,Futurepedia,normalized_exact
Kevin Hutson,Kevin Hutson,PRODUCT_STARTUP,Futurepedia,normalized_exact
About Us,About Us,PRODUCT_STARTUP,Futurepedia,normalized_exact
About Us,About Us,PRODUCT_STARTUP,Futurepedia,normalized_exact
About Us,About Us,PRODUCT_STARTUP,Futurepedia,normalized_exact
About Us,About Us,PRODUCT_STARTUP,Futurepedia,normalized_exact
About Us,About Us,PRODUCT_STARTUP,Futurepedia,normalized_exact
About Us,About Us,PRODUCT_STARTUP,Futurepedia,normalized_exact
About Us,About Us,PRODUCT_STARTUP,Futurepedia,normalized_exact
About Us,About Us,PRODUCT_STARTUP,Futurepedia,normalized_exact
About Us,About Us,PRODUCT_STARTUP,Futurepedia,normalized_exact
About Us,About Us,PRODUCT_STARTUP,Futurepedia,normalized_exact
About Us,About Us,PRODUCT_STARTUP,Futurepedia,normalized_exact
Kevin Hutson,Kevin Hutson,PRODUCT_STARTUP,Futurepedia,normalized_exact
Kevin Hutson,Kevin Hutson,PRODUCT_STARTUP,Futurepedia,normalized_exact
Kevin Hutson,Kevin Hutson,PRODUCT_STARTUP,Futurepedia,normalized_exact
About Us,About Us,PRODUCT_STARTUP,Futurepedia,normalized_exact
Kevin Hutson,Kevin Hutson,PRODUCT_STARTUP,Futurepedia,normalized_exact
About Us,About Us,PRODUCT_STARTUP,Futurepedia,normalized_exact
Kevin Hutson,Kevin Hutson,PRODUCT_STARTUP,Futurepedia,normalized_exact
About Us,About Us,PRODUCT_STARTUP,Futurepedia,normalized_exact
About Us,About Us,PRODUCT_STARTUP,Futurepedia,normalized_exact
About Us,About Us,PRODUCT_STARTUP,Futurepedia,normalized_exact
About Us,About Us,PRODUCT_STARTUP,Futurepedia,normalized_exact
About Us,About Us,PRODUCT_STARTUP,Futurepedia,normalized_exact
About Us,About Us,PRODUCT_STARTUP,Futurepedia,normalized_exact
About Us,About Us,PRODUCT_STARTUP,Futurepedia,normalized_exact
Kevin Hutson,Kevin Hutson,PRODUCT_STARTUP,Futurepedia,normalized_exact
About Us,About Us,PRODUCT_STARTUP,Futurepedia,normalized_exact
About Us,About Us,PRODUCT_STARTUP,Futurepedia,normalized_exact
About Us,About Us,PRODUCT_STARTUP,Futurepedia,normalized_exact
About Us,About Us,PRODUCT_STARTUP,Futurepedia,normalized_exact
About Us,About Us,PRODUCT_STARTUP,Futurepedia,normalized_exact
About Us,About Us,PRODUCT_STARTUP,Futurepedia,normalized_exact
About Us,About Us,PRODUCT_STARTUP,Futurepedia,normalized_exact
Kevin Hutson,Kevin Hutson,PRODUCT_STARTUP,Futurepedia,normalized_exact
About Us,About Us,PRODUCT_STARTUP,Futurepedia,normalized_exact
Kevin Hutson,Kevin Hutson,PRODUCT_STARTUP,Futurepedia,normalized_exact
About Us,About Us,PRODUCT_STARTUP,Futurepedia,normalized_exact
Kevin Hutson,Kevin Hutson,PRODUCT_STARTUP,Futurepedia,normalized_exact
About Us,About Us,PRODUCT_STARTUP,Futurepedia,normalized_exact
About Us,About Us,PRODUCT_STARTUP,Futurepedia,normalized_exact
About Us,About Us,PRODUCT_STARTUP,Futurepedia,normalized_exact
About Us,About Us,PRODUCT_STARTUP,Futurepedia,normalized_exact
Kevin Hutson,Kevin Hutson,PRODUCT_STARTUP,Futurepedia,normalized_exact
Kevin Hutson,Kevin Hutson,PRODUCT_STARTUP,Futurepedia,normalized_exact
Kevin Hutson,Kevin Hutson,PRODUCT_STARTUP,Futurepedia,normalized_exact
Kevin Hutson,Kevin Hutson,PRODUCT_STARTUP,Futurepedia,normalized_exact
About Us,About Us,PRODUCT_STARTUP,Futurepedia,normalized_exact
Kevin Hutson,Kevin Hutson,PRODUCT_STARTUP,Futurepedia,normalized_exact
About Us,About Us,PRODUCT_STARTUP,Futurepedia,normalized_exact
Kevin Hutson,Kevin Hutson,PRODUCT_STARTUP,Futurepedia,normalized_exact
Kevin Hutson,Kevin Hutson,PRODUCT_STARTUP,Futurepedia,normalized_exact
About Us,About Us,PRODUCT_STARTUP,Futurepedia,normalized_exact
Kevin Hutson,Kevin Hutson,PRODUCT_STARTUP,Futurepedia,normalized_exact
About Us,About Us,PRODUCT_STARTUP,Futurepedia,normalized_exact
